,sentence,label
932,"Sentence: ""Bitter-tasting mucus in the mouth worse in the morning""",39
933,"Sentence: ""Bitter spoilt taste in the mouth every morning""",39
934,"Sentence: ""Bitterness in the mouth in the morning on waking""",39
935,"Sentence: ""Bitter taste to food for example to bread""",39
936,"Sentence: ""Bitter taste in the palate and throat in the morning on waking relieved by coughing up mucus""",39
937,"Sentence: ""Bitter taste of all food with very coated tongue""",39
938,"Sentence: ""Bitter bilious taste in the mouth when fasting though food has a good taste""",39
939,"Sentence: ""Bitter taste in the mouth with dulness of the head and ill-humor""",39
940,"Sentence: ""Disagreeable metallic taste""",39
941,"Sentence: ""Metallic taste in the mouth like copper a""",39
942,"Sentence: ""Coppery taste in the mouth in the morning on waking""",39
943,"Sentence: ""Taste insipid and bitter and yet good appetite for dinner a""",39
944,"Sentence: ""Insipid taste in the forenoon""",39
945,"Sentence: ""Taste of blood in the mouth in the morning after waking d""",39
946,"Sentence: ""Too salt taste to all food""",39
947,"Sentence: ""His food which he generally likes very little salted he now salts very much and still it tastes to him as if there were no salt in it c""",39
948,"Sentence: ""Pasty taste in the morning""",39
949,"Sentence: ""Doughy taste in the mouth""",39
950,"Sentence: ""Strong taste of Sulphur in the mouth""",39
951,"Sentence: ""Long after taste to beer""",41
952,"Sentence: ""Absolutely no taste to food everything tastes like straw""",41
953,"Sentence: ""Increased appetite the whole first part of the proving""",41
954,"Sentence: ""Excessive hunger and appetite""",41
955,"Sentence: ""Ravenous hunger which obliges him to eat frequently if he does not he has headache and great lassitude and is obliged to lie down""",41
956,"Sentence: ""Great appetite which however could not be freely indulged a small quantity of food caused troublesome distension e""",41
957,"Sentence: ""Appetite much increased""",41
958,"Sentence: ""The appetite which had been increasing for some days is uncommonly good to-day increased appetite so much so that contrary to custom he must eat at other times than the accustomed meals appetite diminished""",41
959,"Sentence: ""At noon increased appetite at noon uncommon appetite which however he did not satisfy but left the table before he was satiated good increased rather than diminished and he relished breakfast dinner and supper amazingly diminished dinner taken with considerable appetite appetite much increased ate dinner with the best appetite uncommon hunger b""",41
960,"Sentence: ""Appetite uncommonly good""",41
961,"Sentence: ""Although he ate a very good dinner yet in the afternoon contrary to habit he became so very hungry that he had to eat again notwithstanding this he was again ready for supper a""",41
962,"Sentence: ""At noon he had an uncommonly good appetite b b a""",41
963,"Sentence: ""At noon good appetite and much thirst great appetite""",41
964,"Sentence: ""Appetite good but wants to eat often""",41
965,"Sentence: ""Irresistible desire for sugar""",41
966,"Sentence: ""Sensation of hunger in the abdomen speedy fulness from a few morsels""",41
967,"Sentence: ""Very much affected as if he had been hungry a long time an hour after dinner""",41
968,"Sentence: ""He is hungry but as soon as he only sees food his appetite vanishes and he feels full in the abdomen when he begins to eat he is averse to it""",41
969,"Sentence: ""At noon after walking much I felt hungry without much appetite without feeling satiated the latter part of the meal was not relished""",41
970,"Sentence: ""Appetite for dinner unaltered but afterwards unusual fulness and weariness relieved by walking in the open air a""",41
971,"Sentence: ""Appetite for only soft food not for bread or meat""",41
972,"Sentence: ""During the whole time of the proving I had little appetite I ate more from habit than necessity sometimes in fact I had a positive dislike to food especially to supper so that I ate nothing d""",41
973,"Sentence: ""Appetite diminished little appetite the appetite was diminished and after taking but a small quantity of food he had the feeling as if the stomach was overloaded appetite diminished in the forenoon appetite diminished he ate rather from habit than from necessity appetite diminished little appetite at noon the appetite was very poor and after eating there was a troublesome feeling of fulness in the stomach and aching in the scrobiculus cordis""",41
974,"Sentence: ""At noon but little appetite he ate more from habit than from necessity at noon little appetite and no desire to drink water while eating which he was always in the habit of doing at noon no appetite a""",41
975,"Sentence: ""No appetite for breakfast a""",41
976,"Sentence: ""Less appetite than usual at noon b""",41
977,"Sentence: ""No appetite for supper little appetite for breakfast loathed his dinner more appetite at noon c""",41
978,"Sentence: ""No appetite for dinner""",41
979,"Sentence: ""No appetite anorexia what she eats has no taste she has no relish and the morsel seems to stick in her gullet no appetite""",41
980,"Sentence: ""No appetite and yet the food has the proper taste""",41
981,"Sentence: ""She eats without hunger or appetite only from habit with natural taste to food""",41
982,"Sentence: ""At noon disgust at meat a""",41
983,"Sentence: ""Smoking tobacco is not relished by one accustomed to smoking""",41
984,"Sentence: ""He cannot tolerate meat or fish in the evening it causes pressure in the stomach draws the abdomen upward and delays the stool""",41
985,"Sentence: ""Aversion to meat it makes her qualmish""",41
986,"Sentence: ""He suddenly becomes averse to all sweets and to milk""",41
987,"Sentence: ""Aversion to sour and sweet things""",41
988,"Sentence: ""In the forenoon loss of appetite e""",41
989,"Sentence: ""Loss of appetite b a""",41
990,"Sentence: ""Loss of appetite nothing is relished""",41
991,"Sentence: ""Complete loss of appetite he desires only acids""",41
992,"Sentence: ""Complete loss of appetite as if it were contracted in the pit of the stomach""",41
993,"Sentence: ""Complete loss of appetite""",43
994,"Sentence: ""Anorexia""",43
995,"Sentence: ""Thirst""",43
996,"Sentence: ""Entire loss of appetite but constant thirst""",43
997,"Sentence: ""Very much thirst during the day""",43
998,"Sentence: ""Great thirst and always more thirst than hunger""",43
999,"Sentence: ""Great thirst without heat drink tastes good but does not quench the first and seems to distress the stomach""",43
1000,"Sentence: ""Great thirst with desire for beer in the evening a""",43
1001,"Sentence: ""Thirst for several hours immediately""",43
1002,"Sentence: ""Thirst with dryness and agglutination of the mouth""",43
1003,"Sentence: ""Unusual thirst""",43
1004,"Sentence: ""Very thirsty in the morning""",43
1005,"Sentence: ""After stool much thirst d""",43
1006,"Sentence: ""Great thirst for beer worse an hour after eating""",43
1007,"Sentence: ""Great thirst for beer""",43
1008,"Sentence: ""Longing for sugar water""",43
1009,"Sentence: ""Desire for coffee""",43
1010,"Sentence: ""Milk causes much distress it is vomited curdled""",0
1011,"Sentence: ""Dislike to the usual glass of beer in the evening""",44
1012,"Sentence: ""Continued and violent eructations in the evening preceded by great distension of the abdomen""",44
1013,"Sentence: ""Painful eructations with rising of blood into the mouth""",44
1014,"Sentence: ""Very frequent eructations""",44
1015,"Sentence: ""Frequent eructations a""",44
1016,"Sentence: ""Eructations with efforts to vomit""",44
1017,"Sentence: ""Eructation and hiccough alternating""",44
1018,"Sentence: ""Frequent gurgling empty eructations""",44
1019,"Sentence: ""During eructations blood rises into the mouth which he spits out""",44
1020,"Sentence: ""Eructation of wind alone after supper""",44
1021,"Sentence: ""Frequent eructation after eating and drinking""",44
1022,"Sentence: ""Eructation after eating but little""",44
1023,"Sentence: ""Bitter eructation after breakfast""",44
1024,"Sentence: ""Bitter eructations with nausea""",44
1025,"Sentence: ""Bitter eructations in the morning on arising with bitter taste in the mouth and throat yet the food is relished and after the meal the bitter taste is gone""",44
1026,"Sentence: ""Troubled with eructations of offensive sour-smelling gases for five days""",44
1027,"Sentence: ""Eructations tasting like rotten eggs""",44
1028,"Sentence: ""Sour eructations""",44
1029,"Sentence: ""Sour eructations after supper""",45
1030,"Sentence: ""Hiccough after a meal lasting a quarter of an hour""",45
1031,"Sentence: ""Hiccough during the habitual smoking with contraction of the throat and sensation as if a plug were in it producing nausea and accumulation of water in the mouth""",45
1032,"Sentence: ""Hiccough after supper""",46
1033,"Sentence: ""Heartburn forenoon and afternoon for several hours extending from the pit of the stomach to the throat in which he has a sourish taste and a scraping sensation""",47
1034,"Sentence: ""Attack of nausea in the forenoon after taking a walk black before the eyes had no appetite heat before dinner with pain in all the limbs the nausea continued he had headache and in company weakness even to fainting every trifle affected him and he was easily startled""",47
1035,"Sentence: ""Nausea at intervals the whole day also after a meal with an afflux of watery saliva bitterish sour taste in the mouth continually without appetite yet the food has a natural taste""",47
1036,"Sentence: ""Attack of nausea in the morning when taking a walk everything grew black before the eyes he felt feverish from to PM with tearing in the limbs accompanied with constant nausea in the evening weakness even to fainting with melancholy everything affected the nervous system he was very easily startled at night discharge of great quantity of very fetid flatus""",47
1037,"Sentence: ""With every movement of the body nausea as if to vomit and such weakness that he had to lie immediately on the ground in the open air all the limbs felt relaxed""",47
1038,"Sentence: ""When coughing she becomes nauseated she must retch at times from which she becomes hot and sweaty""",47
1039,"Sentence: ""Nausea before each liquid stool""",47
1040,"Sentence: ""Nausea several mornings before breakfast""",47
1041,"Sentence: ""Morning nausea as if everything in the abdomen were turning around""",47
1042,"Sentence: ""Nausea in the morning during riding in a carriage""",47
1043,"Sentence: ""Nausea almost immediately followed by drawing in the limbs""",47
1044,"Sentence: ""Nausea and weakness""",47
1045,"Sentence: ""Nausea in the morning on waking towards evening and at night""",47
1046,"Sentence: ""Nausea mornings only passing off after eating something""",47
1047,"Sentence: ""Nausea with bitterness in throat without vomiting""",47
1048,"Sentence: ""Nausea several minutes every morning at oclock without eructations""",47
1049,"Sentence: ""As if surfeited with nausea and feeling of debility""",47
1050,"Sentence: ""The mere thought of eating causes nausea yet with natural taste in mouth""",47
1051,"Sentence: ""Sensation of nausea and anxiety when exerting the eyes""",47
1052,"Sentence: ""Nausea with the chilly sensation less severe considerable nausea""",47
1053,"Sentence: ""Have had a sense of nausea all the morning with no desire for food think I will not dine to-day""",47
1054,"Sentence: ""Slight nausea after lunch""",47
1055,"Sentence: ""Sick and feverish all day with thirst""",47
1056,"Sentence: ""At AM felt suddenly sick with distress in the pelvis which increased during the forenoon""",47
1057,"Sentence: ""Thought she would vomit during the perspiration but was relieved on getting up and moving about""",47
1058,"Sentence: ""Inclination to vomit anxiety and vertigo""",47
1059,"Sentence: ""Inclination to vomit when washing the mouth in the morning""",47
1060,"Sentence: ""Repeated severe vomiting at night with violent headache""",47
1061,"Sentence: ""Vomiting of milky water although she had not drank any milk""",47
1062,"Sentence: ""Vomiting after the morning nausea of some food followed by retching""",47
1063,"Sentence: ""Bilious vomiting two mornings""",47
1064,"Sentence: ""The vomiting frequently strains her so that blood comes up""",48
1065,"Sentence: ""Epigastrium tense pressing pain in it one hour after dinner and after walking in the open air""",48
1066,"Sentence: ""Rumbling in the stomach""",48
1067,"Sentence: ""Awoke at AM with a sense of fulness below the pit of the stomach above the navel""",48
1068,"Sentence: ""Fulness of the stomach at noon""",48
1069,"Sentence: ""Great distress in the stomach it is sensitive to the pressure of the clothes and there is an aching and throbbing relieved by slight eructations in the afternoon the distress is worse it is sore and sensitive as a boil even walking is painful from the jarring this almost entirely ceases after supper some flatulence in the evening""",48
1070,"Sentence: ""When awake in the night great distress in the stomach with sensitiveness could not bear weight of clothes""",48
1071,"Sentence: ""Gnawing and weakness in the stomach which ceased at supper""",48
1072,"Sentence: ""Goneness principally located in stomach""",48
1073,"Sentence: ""Emptiness of stomach with nausea as soon as she thinks of food which she would like to take""",48
1074,"Sentence: ""Empty feeling in the stomach""",48
1075,"Sentence: ""Uneasy sensation in stomach cannot describe sensation at AM""",48
1076,"Sentence: ""Stomachache in the morning in bed""",48
1077,"Sentence: ""Severe pain at the cardiac orifice of the stomach when food is descending""",48
1078,"Sentence: ""During eructations in the morning griping in stomach as if something would tear loose""",48
1079,"Sentence: ""Heaviness in the stomach with dull pain about the abdomen""",48
1080,"Sentence: ""Drawing pain in the stomach with gnawing extending to the back where it is most painful followed by great prostration and lassitude one hour after dinner""",48
1081,"Sentence: ""Slight pressure on the region of the stomach causes great pain""",48
1082,"Sentence: ""Painful sensation of hunger in the stomach""",48
1083,"Sentence: ""Violent pressure under the left ribs passing off from lying down""",48
1084,"Sentence: ""Pressure in the stomach as if it were sore internally""",48
1085,"Sentence: ""Pressure on the stomach as from a stone""",48
1086,"Sentence: ""Hard pressure in the pit of stomach as from a stone even when fasting but more severe from eating bread""",48
1087,"Sentence: ""Pressure in the pit of the stomach passing off by a fermenting movement downwards""",48
1088,"Sentence: ""Pressure in the stomach in the evening followed by headache""",48
1089,"Sentence: ""Pressure in the stomach from morning until PM""",48
1090,"Sentence: ""Tearing pressure around the pit of the stomach""",48
1091,"Sentence: ""Pressure in the pit of the stomach""",48
1092,"Sentence: ""Pressure in the stomach at night for three successive nights""",48
1093,"Sentence: ""Pressure at the stomach after a meal and from touch""",48
1094,"Sentence: ""Pressing in the pit of stomach""",48
1095,"Sentence: ""Drawing and pressure in pit of stomach at night""",48
1096,"Sentence: ""Contraction in the region of the stomach""",48
1097,"Sentence: ""Cramplike pain in the stomach and abdomen""",48
1098,"Sentence: ""Violent cutting in the stomach extending up to the breast with constant motion of flatus which cannot find exit""",48
1099,"Sentence: ""The pain was relieved after eating at PM""",48
1100,"Sentence: ""Sensation of coldness in the stomach a""",48
1101,"Sentence: ""Icy coldness in the stomach with rumbling a""",48
1102,"Sentence: ""Heat in the stomach and pit with feeling as if eating would relieve it""",48
1103,"Sentence: ""Burning-contracting cramps of stomach from a cold""",48
1104,"Sentence: ""Burning in stomach and pit of stomach""",48
1105,"Sentence: ""Burning in the stomach after eructations""",48
1106,"Sentence: ""Burning from the stomach upwards""",48
1107,"Sentence: ""Stitches just beneath the pit of the stomach during inspiration""",48
1108,"Sentence: ""Stitches in the pit of stomach""",48
1109,"Sentence: ""Sudden stitches in the pit of the stomach when swallowing the food very quickly""",48
1110,"Sentence: ""During eructation stitch in the pit of the stomach in the left side and between the scapulæ""",48
1111,"Sentence: ""Stitching pain in the stomach and in the distended abdomen in the afternoon""",48
1112,"Sentence: ""Momentary stitches around the right lower ribs towards the pit of the stomach relieved by empty eructations""",48
1113,"Sentence: ""Fine pricking pains in pit of stomach""",48
1114,"Sentence: ""While eating pulsations in pit of stomach the more he eats the worse it becomes""",48
1115,"Sentence: ""Beating in the pit of the stomach in the morning then ebullition in the chest like palpitation of the heart followed by burning heat of face and body without perceptible outward heat or redness without thirst but with some sweat""",48
1116,"Sentence: ""Digestion excites heat and palpitation of the heart""",50
1117,"Sentence: ""Two attacks per day one hour each of contractive griping in the hypochondria with nausea extending from thence like a stitch into the back also stitches in the chest yawning until he vomits bile and food""",50
1118,"Sentence: ""Frequent stitches pass under the hypochondria transversely through the epigastrium so severe that she could cry out""",50
1119,"Sentence: ""Stitching-tensive pain in the hypochondria and pit of the stomach during movement when stooping""",50
1120,"Sentence: ""Tensive-stitching pain around the hypochondria impeding every motion worse when walking""",50
1121,"Sentence: ""Sensation of fulness in the region of the liver""",50
1122,"Sentence: ""Pressing pain in the region of the liver""",50
1123,"Sentence: ""Pressure in the liver generally when taking a walk""",50
1124,"Sentence: ""Drawing pressure in the region of the liver in the evening""",50
1125,"Sentence: ""Violent cramp in the region of the liver relieved by eructations and emission of flatus""",50
1126,"Sentence: ""Several jerks in the liver""",50
1127,"Sentence: ""Frequent paroxysms of pinching pain in the liver a""",50
1128,"Sentence: ""At noon I notice soreness in location of a former congestion of liver the sore spot is felt on turning or reaching and on moving suddenly""",50
1129,"Sentence: ""Sore pain in the region of the liver""",50
1130,"Sentence: ""Simple pain in the liver when riding over rough roads just under the last ribs obstructing breathing""",50
1131,"Sentence: ""Cutting-stinging pain in the gall-bladder a""",50
1132,"Sentence: ""Pain in the gall-bladder a""",50
1133,"Sentence: ""Violent stitches in the region of the liver in the evening for eight minutes painful also from touch with constipation""",50
1134,"Sentence: ""Dull stitches in the region of the liver""",50
1135,"Sentence: ""Beating in the region of the liver""",50
1136,"Sentence: ""About PM severe pain in a circumscribed spot about one and a half inches in diameter immediately over the spleen deep this continued until PM""",50
1137,"Sentence: ""Stitches in left hypochondrium""",51
1138,"Sentence: ""Pain in the region of the navel very acute when coughing and stooping""",51
1139,"Sentence: ""Stitches from the navel to the pudendum when coughing and gagging""",51
1140,"Sentence: ""Drawing pain in both sides of the abdomen in repeated attacks""",51
1141,"Sentence: ""Painful feelings as from a stiff body or a plug in both sides of the abdomen which renders stooping painful or impossible""",51
1142,"Sentence: ""Stitches in both sides of the upper abdomen when coughing""",51
1143,"Sentence: ""Stitches in the sides of the abdomen for one hour followed by difficult breathing""",51
1144,"Sentence: ""Frequent attacks of contractive pain in the right side of the abdomen worse in the morning following this more severe constrictive pain in the stomach thence the pain extends to the chest relieved by eructations""",51
1145,"Sentence: ""Pain in the right side of the abdomen""",51
1146,"Sentence: ""Pressing pain in the right side of the abdomen""",51
1147,"Sentence: ""A sore spot in the abdominal walls just to the right of the median line and three fingers' breadth below the umbilicus tender to pressure and from movement of muscles in walking sore spot noticed on pressure or sudden turning""",51
1148,"Sentence: ""Fine quick gurgling in the right side of upper abdomen""",51
1149,"Sentence: ""Burning in the right side of the abdomen when walking far""",51
1150,"Sentence: ""Burning in the right flank""",51
1151,"Sentence: ""Smarting-boring pain to the right of the navel""",51
1152,"Sentence: ""Stitching pain in the right abdominal muscles with visible twitches""",51
1153,"Sentence: ""Frequent stitches under the right ribs""",51
1154,"Sentence: ""Sticking pain under the right false ribs with the short dry evening cough""",51
1155,"Sentence: ""Burning pain to the left and below the navel""",51
1156,"Sentence: ""Severe stitches in the left side of the abdomen""",52
1157,"Sentence: ""Abdomen very much distended after the least bit of food felt some relief from loosening the clothes but the distension soon returned causing more distress than before as it seemed to give the abdomen more room to expand Abdomen tympanitic at PM At PM abdomen very much distended since dinner at PM Bloated abdomen after eating the least bit of food discharge of flatus does not relieve it""",52
1158,"Sentence: ""Abdomen hard and distended as if with wind hard and distended on rising and tender to touch hardness and tension of the whole abdomen with flatus distension and hardness a""",52
1159,"Sentence: ""Much distended abdomen without stool""",52
1160,"Sentence: ""Severe distension of the abdomen particularly in the evening""",52
1161,"Sentence: ""Distension of the abdomen and emission of flatus when taking a walk""",52
1162,"Sentence: ""Distension of the abdomen""",52
1163,"Sentence: ""Hard distended abdomen particularly in the evening together with congested state of the superficial abdominal veins accompanied with stitching pain in the hernia""",52
1164,"Sentence: ""Distension of the abdomen with diarrhœa and gripings""",52
1165,"Sentence: ""Frequent hard distension of the abdomen with cutting in the bowels""",52
1166,"Sentence: ""First great distension of the abdomen then severe rumbling and motion therein""",52
1167,"Sentence: ""Painful distension of the abdomen while riding in a carriage""",52
1168,"Sentence: ""Abdomen much puffed up after dinner""",52
1169,"Sentence: ""After dinner flatulent distension of the abdomen relieved by eructations continued until evening when it disappeared without emission of flatus""",52
1170,"Sentence: ""Great distension of the abdomen immediately after eating some soup""",52
1171,"Sentence: ""Tension of the abdomen in the morning""",52
1172,"Sentence: ""Accumulation of flatus a""",52
1173,"Sentence: ""Accumulation of flatus in the abdomen immediately after walking in the open air""",52
1174,"Sentence: ""Accumulation of flatus in the abdomen when walking in the open air""",52
1175,"Sentence: ""Passed a great deal of flatus all day which did not relieve a great deal of flatus from vagina and rectum without relief""",52
1176,"Sentence: ""Much discharge of offensive flatus""",52
1177,"Sentence: ""Flatus in the abdomen a""",52
1178,"Sentence: ""Some flatulence in the evening""",52
1179,"Sentence: ""Loud rumbling in the abdomen""",52
1180,"Sentence: ""Rumbling with distension of the abdomen a""",52
1181,"Sentence: ""Grumbling and motion of flatus in the abdomen as in diarrhœa""",52
1182,"Sentence: ""Grumbling and moving about of flatus in the abdomen in the evening""",52
1183,"Sentence: ""Loud grumbling and sensation of emptiness in the left side of the abdomen every day""",52
1184,"Sentence: ""Grumbling in the abdomen while lying down""",52
1185,"Sentence: ""Grumbling in the abdomen with eructations""",52
1186,"Sentence: ""Noise and whistling in the abdomen with distension""",52
1187,"Sentence: ""Noises in the abdomen""",52
1188,"Sentence: ""Violent bellyache so that she must bend herself double""",52
1189,"Sentence: ""Violent colic and faintness before the menses""",52
1190,"Sentence: ""Colic pain in upper part of abdomen above umbilicus occasional pains a""",52
1191,"Sentence: ""Colic before the natural stool""",52
1192,"Sentence: ""Before the stool the beginning of a flatulent colic accompanied with groaning and sobbing""",52
1193,"Sentence: ""Colic in the morning quite low down in the pelvis pressing outward twisting and contractive""",52
1194,"Sentence: ""Colic from the navel to the pudendum mostly when touching the abdomen""",52
1195,"Sentence: ""Cutting colic after midnight""",52
1196,"Sentence: ""While at supper colic followed by three evacuations with urging""",52
1197,"Sentence: ""Griping in the abdomen almost every morning for one hour with nausea qualmishness and accumulation of saliva in the mouth""",52
1198,"Sentence: ""Griping diarrhœic like feel in the abdomen followed afterward by exhausting diarrhœa""",52
1199,"Sentence: ""Griping cutting in the bowels with groaning anxiety as if an involuntary stool would pass""",52
1200,"Sentence: ""Daily griping in the abdomen without diarrhœa at the same time much flatus accumulates relieved by eructations""",52
1201,"Sentence: ""Frequent gripings in the abdomen without flatulence""",52
1202,"Sentence: ""Griping in the bowels with sensation as if they would turn inside out""",52
1203,"Sentence: ""Cramp in the abdomen""",52
1204,"Sentence: ""Digging and contraction in the abdomen with passage of much wind""",52
1205,"Sentence: ""Digging pains in the abdomen with nausea""",52
1206,"Sentence: ""Sensation as if the abdomen were bloated especially across the epigastric region a sensation of drawing as if a worm or other animal were moving about there the sense of fulness continued five days""",52
1207,"Sentence: ""Bloated feeling of the abdomen coming on about fifteen minutes after eating and lasting half an hour at PM constant feeling of distension coming on shortly after eating especially supper this symptom was noticed throughout the proving""",52
1208,"Sentence: ""Bloated uncomfortable feeling around the waist""",52
1209,"Sentence: ""Uneasiness in the abdomen""",52
1210,"Sentence: ""Uneasiness in the abdomen as if diarrhœa would set in passing off from emission of flatus""",52
1211,"Sentence: ""After two hard stools great weakness in the abdomen and entire loss of appetite""",52
1212,"Sentence: ""Sensation of emptiness in the abdomen""",52
1213,"Sentence: ""Emptiness and lax feeling in the abdomen after stool""",52
1214,"Sentence: ""Aching in the muscles of the abdomen and limbs on waking""",52
1215,"Sentence: ""Soreness in the abdomen as if the menses would appear""",52
1216,"Sentence: ""Pain in the abdomen in the afternoon as if the intestines were being torn out""",52
1217,"Sentence: ""Pain in the centre of the abdomen from afternoon till bedtime it seemed as if a lump were lying there the pain extended upward toward evening accompanied by sleepiness yet she was not able to sleep at night""",52
1218,"Sentence: ""Pain in the abdomen as if the intestines had been beaten to pieces""",52
1219,"Sentence: ""On moving at AM pain in abdomen with sudden urging to stool""",52
1220,"Sentence: ""Pain and soreness through the bowels all the evening""",52
1221,"Sentence: ""Pain all over the bowels with sense of fulness and soreness""",52
1222,"Sentence: ""Slight pain in the region of the transverse colon and the bowels moved still have pain in region of transverse colon""",52
1223,"Sentence: ""Pain in abdomen and back like pain of menstruation a""",52
1224,"Sentence: ""Pain and weight in the abdomen on rising in morning pain and tenderness in abdomen a""",52
1225,"Sentence: ""Pain in the abdominal muscles during motion only at night""",52
1226,"Sentence: ""Violent formication in the abdomen""",52
1227,"Sentence: ""Heaviness in the abdomen""",52
1228,"Sentence: ""Sensation of a load in the abdomen during motion""",52
1229,"Sentence: ""Drawing-tensive pressure in the abdomen""",52
1230,"Sentence: ""After a meal pressure as from flatulence deep in the abdomen to the right later in the side it is felt only when moving the part and bending forwards""",52
1231,"Sentence: ""Pressing pain in the upper abdomen afternoons""",52
1232,"Sentence: ""Pressure in the abdomen""",52
1233,"Sentence: ""Pressure in the abdomen going off after stool""",52
1234,"Sentence: ""Much pressure and tension in the upper abdomen at times relieved by an internal fermentation together with pressure and sticking in the umbilical region""",52
1235,"Sentence: ""Pressure in the whole abdomen three successive days increased after eating accompanied by dulness of the head and tension of the skin of the forehead""",52
1236,"Sentence: ""Pressure in the abdomen a few days before the menses and after this had passed off soreness in the perinæum and swelling of the pudendum before the discharge of blood came on""",52
1237,"Sentence: ""Violent cutting transversely across the abdomen as from flatulence passing off from motion accompanied by cutting in the left testicle""",52
1238,"Sentence: ""Violent cutting in the abdomen in the morning""",52
1239,"Sentence: ""Frequent attacks of cutting pains in the abdomen she must draw herself quite together for a couple of minutes""",52
1240,"Sentence: ""Cutting in the abdomen with frequent nausea""",52
1241,"Sentence: ""Cutting in the abdomen at night with urging to urinate""",52
1242,"Sentence: ""Burning in the abdomen while sitting passing off while walking""",52
1243,"Sentence: ""Burning in the abdomen when walking in the open air""",52
1244,"Sentence: ""After a thin stool smarting sensation in the abdomen""",52
1245,"Sentence: ""After stool severe stitching pain in the transverse colon beginning in the splenic flexure and passing to the hepatic flexure and there passing off slowly much aggravated by walking but relieved by sitting down""",52
1246,"Sentence: ""Stitches transversely through the abdomen from the right to the left side as quick as lightning""",52
1247,"Sentence: ""Stitches radiate at intervals from the region of upper abdomen just under the pit of stomach obliquely up into left side""",52
1248,"Sentence: ""Alternating stitches and griping pain in the intestines in attacks lasting about ten minutes""",52
1249,"Sentence: ""Stitches transversely through the abdomen just over the hips""",52
1250,"Sentence: ""Beating here and there in the abdomen""",53
1251,"Sentence: ""Externally perceptible gurgling in the left side of lower abdomen over the hip""",53
1252,"Sentence: ""Severe pelvic pain commencing in the sacrum passing forward and down to the right knee at AM the only relief I found was pressing against something hard which relieved all the pain but by crossing my limbs the pelvic pain was relieved but the pain in the knee was much aggravated""",53
1253,"Sentence: ""Sensation of bearing down in the pelvic region with a slight dragging pain from the sacrum pelvic symptoms increase more weight and bearing down more pain extending into the loins and down the thighs in front with constriction of the sphincter symptoms of the pelvic region last the longest""",53
1254,"Sentence: ""Distress in the pelvis with the sick feeling at AM increasing during the forenoon waked from a nap at PM with the distress aggravated and feeling somewhat gloomy but battling against it after supper at PM all my bad feelings left me at PM the bearing-down feeling in the abdomen returned At AM the dragging and pressing sensation in the abdomen returned pressure as though the contents would issue through the genital organs pressing outwards in the hypogastric region as if the bladder would fall out over the os pubis partially relieved by hard pressure The pelvic distress was noticeable through the whole night at waking intervals and relief only momentary by lying on either side with the legs flexed on the thighs and the thighs on the abdomen I waked this morning without the distress but it returned on stirring and increased before breakfast distress in the hypogastric region through the day as of overdistended bladder that could not be endured worse by continually sitting and lying better on walking about it disappeared on eating supper better when walking in the open air Pressure downwards as if the uterus would issue through the vulva complete cessation of distress in uterus from supper to PM when it returned A load or weight in the lower part of the abdomen in the morning at AM suddenly ill with the bearing-down feeling greatly increases in the abdomen pelvic symptoms aggravated at PM after sleep the distress was relieved on eating supper and returned at PM The pelvic distress and bearing down have returned they last all day with dull feeling in the head and desire to sit or lie still with eyes closed amelioration after supper sick in my room from AM to PM Bearing-down sensation with the menses Feeling of crowding and pressing downwards Downward pressure in abdomen the only way in which I could fall asleep was by assuming the knee-elbow position for a time causing slight eructation relief and sleep In the afternoon pressure in the uterus as if everything would issue through the vulva Through the day occasional bearing-down sensation in abdomen Pressing down in abdomen""",53
1255,"Sentence: ""PM I have a singular sensation about the pelvic region a sort of weakness about the small of the back pubic bones and around the anus a dragging pain""",53
1256,"Sentence: ""Feeling of bearing down of all the pelvic organs weight and bearing down some bearing down on rising in the morning with the leucorrhœa some pressure and bearing down after rising""",53
1257,"Sentence: ""Strong bearing-down pains""",53
1258,"Sentence: ""Bloated feeling in the lower part of the bowels with dull aching in the ovaries and a return of the heavy feeling in the head with sleepiness""",53
1259,"Sentence: ""Griping in the lower abdomen the whole day in quarter-hour attacks with hard stool daily three days in succession""",53
1260,"Sentence: ""Some griping pains in the lower part of the bowels passed away about AM""",53
1261,"Sentence: ""Spasmodic contraction on the right side of lower abdomen""",53
1262,"Sentence: ""Pain across the lower part of the bowels""",53
1263,"Sentence: ""Pressure in front in the lower abdomen right side""",53
1264,"Sentence: ""Pressure in the lower part of the abdomen to the left of the navel and at times quite in the left side""",53
1265,"Sentence: ""Pressure and bruised pain in lower abdomen wakes her at night for several nights""",53
1266,"Sentence: ""Violent drawing in the right side just above the hips extending up to the ribs and towards the kidneys relieved after the emission of flatus a""",53
1267,"Sentence: ""While seated at breakfast felt a cutting pain in the hypogastric region at the same time an imperative urging to stool I seldom have pains in bowels""",53
1268,"Sentence: ""Cutting in the lower abdomen in the afternoon continuous and also with single jerks""",53
1269,"Sentence: ""Every night on retiring I have a pain across the lower part of the bowels relieved by passing urine felt it only when lying down""",53
1270,"Sentence: ""With the constipation and piles severe pains across the lower part of the abdomen extending down the inside of the thighs both abdomen and thighs feeling sore to touch at times unable to stand for past ten days""",53
1271,"Sentence: ""Stitching pain in both sides of lower abdomen""",53
1272,"Sentence: ""Stitches in the hypogastrium""",53
1273,"Sentence: ""Stitches in the left side of the hypogastrium in the morning""",53
